clerocc	construc	educ	exper	expersq	female	lwage	married	ndurman	nonwhite	northcen	numdep	profocc	profserv	services	servocc	smsa	south	tenure	tenursq	trade	trcommpu	wage	west
0	0	10	2	4	1	0.8329091	0	0	0	1	4	0	0	0	1	1	0	0	0	1	0	2.30	0
0	0	13	5	25	1	1.1939224004745484	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	3.30	0
1	0	13	1	1	1	1.1474025249481202	0	0	0	1	4	0	0	0	0	1	0	0	0	0	1	3.15	0
0	0	14	40	1600	0	2.525728702545166	1	0	0	1	0	1	0	0	0	1	0	30	900	0	0	12.50	0
1	0	16	39	1521	1	1.6389967203140258	0	0	0	0	0	0	1	0	0	1	0	21	441	0	0	5.15	1
0	0	10	1	1	0	1.141033	0	0	0	0	2	0	0	0	1	1	0	1	1	1	0	3.13	1
0	0	12	14	196	0	1.9810014963150024	1	0	0	0	3	0	0	0	0	1	0	5	25	0	1	7.25	1
1	0	12	2	4	1	1.0647107362747192	0	0	0	0	0	0	1	0	0	1	0	2	4	0	0	2.90	1
0	0	11	2	4	0	0.5596158	0	0	0	0	2	0	0	0	1	1	0	1	1	1	0	1.75	1
0	0	0	42	1764	1	1.0612565279006958	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2.89	1
0	0	5	34	1156	1	1.0647107362747192	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	2.90	1
0	1	16	10	100	0	2.8741292953491212	1	0	0	0	1	1	0	0	0	1	0	3	9	0	0	17.71	1
0	0	16	4	16	0	1.8325815200805664	1	0	0	0	0	0	0	0	1	0	0	3	9	0	1	6.25	1
0	0	9	4	16	0	0.9555114	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2.60	1
0	0	15	21	441	1	1.891604781150818	1	0	0	0	2	1	1	0	0	0	0	3	9	0	0	6.63	1
0	0	12	31	961	1	1.2527629137039184	0	0	1	0	1	0	0	1	0	1	0	3	9	0	0	3.50	1
0	0	12	20	400	0	1.8718022108078004	1	0	0	0	3	0	0	0	0	1	0	14	196	1	0	6.50	1
0	0	12	36	1296	1	1.0986123085021972	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	3.00	1
0	0	13	7	49	0	1.4770487546920776	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	4.38	1
0	0	12	15	225	0	2.302585	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	10.00	0
0	1	7	25	625	0	1.599387526512146	1	0	0	0	5	0	0	0	0	0	0	17	289	0	0	4.95	0
0	0	17	7	49	1	2.1972246170043944	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	9.00	0
0	0	12	17	289	1	0.3576744	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1.43	0
0	0	12	3	9	0	1.1249295473098754	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	3.08	0
0	0	14	12	144	0	2.233235	1	0	0	0	3	1	1	0	0	0	0	11	121	0	0	9.33	0
0	0	12	18	324	0	2.014903	1	0	0	0	2	0	0	0	0	0	0	5	25	1	0	7.50	1
0	0	13	47	2209	0	1.5581445693969726	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4.75	1
0	1	12	2	4	0	1.7316555976867676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65	1
0	0	16	14	196	1	2.70805025100708	1	0	0	0	2	1	1	0	0	0	0	2	4	0	0	15.00	1
0	0	10	2	4	1	0.8197798	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	2.27	1
0	1	15	13	169	0	1.541159	1	0	0	0	3	1	0	0	0	0	0	18	324	0	0	4.67	1
0	0	16	5	25	0	2.447551	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	11.56	1
1	0	14	5	25	1	1.2527629137039184	0	0	1	0	2	0	1	0	0	0	0	4	16	0	0	3.50	1
